date,temp_train_rmse,temp_test_rmse,temp_train_mae,temp_test_mae,temp_train_r2,temp_test_r2,humid_train_rmse,humid_test_rmse,humid_train_mae,humid_test_mae,humid_train_r2,humid_test_r2,co2_train_rmse,co2_test_rmse,co2_train_mae,co2_test_mae,co2_train_r2,co2_test_r2,voc_train_rmse,voc_test_rmse,voc_train_mae,voc_test_mae,voc_train_r2,voc_test_r2,pm25_train_rmse,pm25_test_rmse,pm25_train_mae,pm25_test_mae,pm25_train_r2,pm25_test_r2
2025-01-02,0.02,0.04,0.02,0.03,0.97,0.92,0.86,1.67,0.43,0.78,0.89,0.66,59.73,70.02,43.54,51.25,0.78,0.7,120.19,184.51,74.01,101.9,0.85,0.65,1.93,1.51,0.58,0.61,0.91,0.78
